num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S000770;15/01/2022;4:40:00;CALL. SERRANO / PLAZA. REPUBLICA ARGENTINA;160;5;CHAMARTÍN;Alcance;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.865.390;4.477.437.897;N;NULL
2022S000771;15/01/2022;4:45:00;CALL. VALDECANILLAS, 4;4;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;446.440.339;4.475.667.053;S;NULL
2022S000771;15/01/2022;4:45:00;CALL. VALDECANILLAS, 4;4;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 45 a 49 años;Hombre;NULL;NULL;446.440.339;4.475.667.053;N;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.429.947;4.473.501.829;S;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.429.947;4.473.501.829;N;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.429.947;4.473.501.829;N;NULL
2022S000780;15/01/2022;7:40:00;CALL. TENERIFE, 8;8;6;TETUÁN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440.169.565;4.477.873.584;S;NULL
2022S000781;15/01/2022;7:50:00;AVDA. AMERICA, 3;3;5;CHAMARTÍN;Choque contra obstáculo fijo;Se desconoce;Motocicleta > 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;442.568.708;4.476.631.773;N;NULL
2022S000781;15/01/2022;7:50:00;AVDA. AMERICA, 3;3;5;CHAMARTÍN;Choque contra obstáculo fijo;Se desconoce;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;442.568.708;4.476.631.773;N;NULL
2022S000781;15/01/2022;7:50:00;AVDA. AMERICA, 3;3;5;CHAMARTÍN;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;442.568.708;4.476.631.773;N;NULL
2022S000782;15/01/2022;7:15:00;CALL. LOPEZ DE HOYOS, 57;57;5;CHAMARTÍN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;442.537.243;4.477.077.989;N;NULL
2022S000782;15/01/2022;7:15:00;CALL. LOPEZ DE HOYOS, 57;57;5;CHAMARTÍN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;442.537.243;4.477.077.989;N;NULL
2022S000783;15/01/2022;7:35:00;CALL. ARTURO SORIA, 212A;212A;15;CIUDAD LINEAL;Alcance;Despejado;Furgoneta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.824.481;4.479.119.720;N;NULL
2022S000783;15/01/2022;7:35:00;CALL. ARTURO SORIA, 212A;212A;15;CIUDAD LINEAL;Alcance;Despejado;Furgoneta;Pasajero;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.824.481;4.479.119.720;N;NULL
2022S000783;15/01/2022;7:35:00;CALL. ARTURO SORIA, 212A;212A;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.824.481;4.479.119.720;N;NULL
2022S000787;14/01/2022;13:50:00;AUTOV. M-30, CALZADA 2 PK 28,600;+02900E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Todo terreno;Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.619.186;4.481.328.171;N;NULL
2022S000787;14/01/2022;13:50:00;AUTOV. M-30, CALZADA 2 PK 28,600;+02900E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.619.186;4.481.328.171;N;NULL
2022S000788;15/01/2022;13:30:00;CALL. ELOY GONZALO / CALL. SANTA ENGRACIA;7;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.711.593;4.476.260.492;N;NULL
2022S000788;15/01/2022;13:30:00;CALL. ELOY GONZALO / CALL. SANTA ENGRACIA;7;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440.711.593;4.476.260.492;N;NULL
2022S000789;15/01/2022;3:10:00;CALL. ROBLES / CALL. MONTE ULIA;1;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443.124.866;4.472.012.920;N;NULL
2022S000789;15/01/2022;3:10:00;CALL. ROBLES / CALL. MONTE ULIA;1;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443.124.866;4.472.012.920;N;NULL
2022S000791;15/01/2022;13:00:00;PASEO. PRADO / PLAZA. CANOVAS DEL CASTILLO;11;3;RETIRO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441.151.882;4.474.092.677;N;NULL
2022S000791;15/01/2022;13:00:00;PASEO. PRADO / PLAZA. CANOVAS DEL CASTILLO;11;3;RETIRO;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441.151.882;4.474.092.677;N;NULL
2022S000791;15/01/2022;13:00:00;PASEO. PRADO / PLAZA. CANOVAS DEL CASTILLO;11;3;RETIRO;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;441.151.882;4.474.092.677;N;NULL
2022S000791;15/01/2022;13:00:00;PASEO. PRADO / PLAZA. CANOVAS DEL CASTILLO;11;3;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.151.882;4.474.092.677;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000792;15/01/2022;13:40:00;CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR;240;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;444.291.487;4.475.903.397;N;NULL
2022S000793;15/01/2022;13:05:00;CALL. ALCALA / CALL. EMILIO GASTESI FERNANDEZ;359;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Otros vehículos con motor;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445.255.027;4.476.177.411;N;NULL
2022S000793;15/01/2022;13:05:00;CALL. ALCALA / CALL. EMILIO GASTESI FERNANDEZ;359;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445.255.027;4.476.177.411;N;NULL
2022S000794;14/01/2022;21:45:00;CALL. FRANCOS RODRIGUEZ, 104;104;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;439.430.596;4.478.853.536;N;NULL
2022S000794;14/01/2022;21:45:00;CALL. FRANCOS RODRIGUEZ, 104;104;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439.430.596;4.478.853.536;N;NULL
2022S000795;15/01/2022;14:40:00;AUTOV. M-30, +00200E;+00200E;15;CIUDAD LINEAL;Alcance;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;443.294.699;4.479.905.258;N;NULL
2022S000795;15/01/2022;14:40:00;AUTOV. M-30, +00200E;+00200E;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;443.294.699;4.479.905.258;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;438.395.959;4.471.856.694;N;NULL
2022S000796;15/01/2022;15:30:00;CALL. COMANDANTE FONTANES, 67;67;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.395.959;4.471.856.694;N;NULL
2022S000798;14/01/2022;19:15:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.823.162;4.468.845.378;N;NULL
2022S000798;14/01/2022;19:15:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438.823.162;4.468.845.378;N;NULL
2022S000798;14/01/2022;19:15:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;438.823.162;4.468.845.378;N;NULL
2022S000798;14/01/2022;19:15:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;438.823.162;4.468.845.378;N;NULL
2022S000798;14/01/2022;19:15:00;AUTOV. A-42, +00600S;+00600S;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;438.823.162;4.468.845.378;N;NULL
2022S000799;15/01/2022;16:45:00;CALL. MARCELO USERA, 3;3;12;USERA;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440.588.715;4.471.044.733;N;NULL
2022S000799;15/01/2022;16:45:00;CALL. MARCELO USERA, 3;3;12;USERA;Atropello a persona;Despejado;Turismo;Peatón;De 6 a 9 años;Mujer;1;Atención en urgencias sin posterior ingreso;440.588.715;4.471.044.733;N;NULL
2022S000802;15/01/2022;18:25:00;CALL. LOPEZ DE HOYOS / CALL. QUINTILIANO;76;5;CHAMARTÍN;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.589.456;4.477.044.140;N;NULL
2022S000803;15/01/2022;17:20:00;CALL. NAVALMORAL DE LA MATA / AVDA. AVIACION;1;10;LATINA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;433.963.213;4.469.705.562;N;NULL
2022S000804;15/01/2022;17:00:00;CALL. BRAVO MURILLO, 49;49;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.275.500;4.476.775.453;N;NULL
2022S000804;15/01/2022;17:00:00;CALL. BRAVO MURILLO, 49;49;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;440.275.500;4.476.775.453;N;NULL
2022S000805;15/01/2022;18:30:00;AUTOV. M-30, +01200E;+01200E;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.998.160;4.470.507.066;N;NULL
2022S000805;15/01/2022;18:30:00;AUTOV. M-30, +01200E;+01200E;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441.998.160;4.470.507.066;N;NULL
2022S000806;15/01/2022;18:15:00;AVDA. OPORTO, 37;37;11;CARABANCHEL;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.487.559;4.470.810.767;N;NULL
2022S000806;15/01/2022;18:15:00;AVDA. OPORTO, 37;37;11;CARABANCHEL;Alcance;Despejado;Motocicleta > 125cc;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438.487.559;4.470.810.767;N;NULL
2022S000806;15/01/2022;18:15:00;AVDA. OPORTO, 37;37;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;438.487.559;4.470.810.767;N;NULL
2022S000807;15/01/2022;18:30:00;CALLE ATOCHA;105;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.978.152;4.473.569.998;N;NULL
2022S000807;15/01/2022;18:30:00;CALLE ATOCHA;105;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;440.978.152;4.473.569.998;N;NULL
2022S000808;15/01/2022;17:50:00;CALL. ROSARIO ROMERO / CALL. MOLINA;1;6;TETUÁN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.806.564;4.480.088.565;N;NULL
2022S000808;15/01/2022;17:50:00;CALL. ROSARIO ROMERO / CALL. MOLINA;1;6;TETUÁN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;440.806.564;4.480.088.565;N;NULL
2022S000809;15/01/2022;20:30:00;CALL. UBEDA, 33;33;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;439.377.381;4.481.568.932;N;NULL
2022S000809;15/01/2022;20:30:00;CALL. UBEDA, 33;33;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;439.377.381;4.481.568.932;S;NULL
2022S000809;15/01/2022;20:30:00;CALL. UBEDA, 33;33;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.377.381;4.481.568.932;N;NULL
2022S000810;15/01/2022;20:25:00;INFANTA MERCEDES CON SOR ANGELA DE LA CRUZ;61;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.934.227;4.479.043.778;N;NULL
2022S000810;15/01/2022;20:25:00;INFANTA MERCEDES CON SOR ANGELA DE LA CRUZ;61;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440.934.227;4.479.043.778;N;NULL
2022S000811;15/01/2022;20:45:00;AUTOV. M-30, calzada 1ª pk 6.500;+00600I;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;443.963.166;4.475.556.459;N;NULL
2022S000811;15/01/2022;20:45:00;AUTOV. M-30, calzada 1ª pk 6.500;+00600I;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;443.963.166;4.475.556.459;S;NULL
2022S000811;15/01/2022;20:45:00;AUTOV. M-30, calzada 1ª pk 6.500;+00600I;4;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;443.963.166;4.475.556.459;N;NULL
2022S000812;15/01/2022;21:40:00;AUTOV. M-30, pk 3,500 salida a torrelaguna;+00300E;15;CIUDAD LINEAL;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;NULL;NULL;443.961.526;4.478.108.212;S;NULL
2022S000812;15/01/2022;21:40:00;AUTOV. M-30, pk 3,500 salida a torrelaguna;+00300E;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;443.961.526;4.478.108.212;N;NULL
2022S000813;15/01/2022;6:45:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;31;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.322.816;4.474.984.312;N;NULL
2022S000813;15/01/2022;6:45:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;31;1;CENTRO;Caída;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;441.322.816;4.474.984.312;N;NULL
2022S000814;15/01/2022;21:45:00;CALL. SERRANO / CALL. MARQUES DE VILLAMEJOR;53;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441.727.425;4.475.839.888;N;NULL
2022S000814;15/01/2022;21:45:00;CALL. SERRANO / CALL. MARQUES DE VILLAMEJOR;53;4;SALAMANCA;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.727.425;4.475.839.888;N;NULL
2022S000815;15/01/2022;6:40:00;AVDA. MARCONI / CALL. TRANSVERSAL PRIMERA;1;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.941.915;4.465.169.883;N;NULL
2022S000815;15/01/2022;6:40:00;AVDA. MARCONI / CALL. TRANSVERSAL PRIMERA;1;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440.941.915;4.465.169.883;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Mujer;NULL;NULL;440.515.644;4.473.174.894;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;De 30 a 34 años;Hombre;NULL;NULL;440.515.644;4.473.174.894;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440.515.644;4.473.174.894;N;NULL
2022S000817;15/01/2022;22:50:00;AVDA. AMERICA / CALL. CARTAGENA;45B;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442.897.005;4.476.708.609;N;NULL
2022S000817;15/01/2022;22:50:00;AVDA. AMERICA / CALL. CARTAGENA;45B;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;442.897.005;4.476.708.609;N;NULL
2022S000818;15/01/2022;23:38:00;CALL. BENIGNO SOTO, 16;16;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442.869.939;4.477.721.142;N;NULL
2022S000818;15/01/2022;23:38:00;CALL. BENIGNO SOTO, 16;16;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442.869.939;4.477.721.142;S;NULL
2022S000820;15/01/2022;23:00:00;CALL. GUABAIRO, 19;19;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;436.696.356;4.470.846.752;N;NULL
2022S000820;15/01/2022;23:00:00;CALL. GUABAIRO, 19;19;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;436.696.356;4.470.846.752;N;NULL
2022S000820;15/01/2022;23:00:00;CALL. GUABAIRO, 19;19;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;436.696.356;4.470.846.752;N;NULL
2022S000822;16/01/2022;0:02:00;AUTOV. M-30, +01300E TÚNEL 13XC38;+01300E;12;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441.045.780;4.470.776.720;N;NULL
2022S000823;15/01/2022;23:15:00;AVDA. FUEROS / CALL. ANTEQUERA;2;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;NULL;NULL;441.241.542;4.469.082.392;N;NULL
2022S000823;15/01/2022;23:15:00;AVDA. FUEROS / CALL. ANTEQUERA;2;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441.241.542;4.469.082.392;N;NULL
2022S000823;15/01/2022;23:15:00;AVDA. FUEROS / CALL. ANTEQUERA;2;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;NULL;NULL;441.241.542;4.469.082.392;N;NULL
2022S000825;16/01/2022;0:01:00;PASEO. DIRECCION, 360;360;6;TETUÁN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440.487.331;4.480.305.176;N;NULL
2022S000832;15/01/2022;22:35:00;CTRA. M-111, ROTONDA SALIDA AVENIDA DE LOGROÑO;+00300E;21;BARAJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;452.984.270;4.482.774.785;N;NULL
2022S000832;15/01/2022;22:35:00;CTRA. M-111, ROTONDA SALIDA AVENIDA DE LOGROÑO;+00300E;21;BARAJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;452.984.270;4.482.774.785;NULL;NULL
2022S000833;15/01/2022;23:00:00;CALL. DOCTOR REINOSA / CALL. ALEJANDRO CASONA;2;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;438.038.397;4.481.365.023;S;NULL
2022S000833;15/01/2022;23:00:00;CALL. DOCTOR REINOSA / CALL. ALEJANDRO CASONA;2;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438.038.397;4.481.365.023;N;NULL
2022S000839;16/01/2022;1:10:00;PLAZA SAN JUAN DE LA CRUZ CON PASO PEATONES CASTEL;1;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441.267.825;4.476.985.607;S;NULL
2022S000840;16/01/2022;0:10:00;ALCALA 145;145;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.577.693;4.475.071.806;N;NULL
2022S000840;16/01/2022;0:10:00;ALCALA 145;145;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;442.577.693;4.475.071.806;N;NULL
2022S000840;16/01/2022;0:10:00;ALCALA 145;145;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442.577.693;4.475.071.806;N;NULL
2022S000840;16/01/2022;0:10:00;ALCALA 145;145;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;14;Sin asistencia sanitaria;442.577.693;4.475.071.806;N;NULL
